Reference,Subfamily,Population,Lat,Long,Habitat,Location,N_Temps,T_C,T_K,Birth_Rate,Birth_Source,Fecundity,Fec_Source,Development,Dev_Source,Juv_Mortality,Jmort_Source,Survivorship,Surv_Source,Juv_Duration,Juv_Stages,Juv_Source,Gen_Time,Gen_Source,Adult_Mortality,Amort_Source,Adult_Longevity,Long_Source,R0,R0_Source,r_m,r_m_Source,Notes,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,16,289,3.404,Calculated,64.69,Figure 3,0.312,Calculated,0.070,Calculated,0.80,Figure 5,3.21,N1_to_Repro,Figure 1,26.57,Figure 4,0.053,Calculated,19.01,Figure 2,53.45,Table 1,0.179,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,19,292,3.984,Calculated,75.00,Figure 3,0.478,Calculated,0.078,Calculated,0.85,Figure 5,2.09,N1_to_Repro,Figure 1,26.27,Figure 4,0.053,Calculated,18.83,Figure 2,61.96,Table 1,0.232,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,22,295,3.695,Calculated,66.56,Figure 3,0.552,Calculated,0.058,Calculated,0.90,Figure 5,1.81,N1_to_Repro,Figure 1,25.36,Figure 4,0.056,Calculated,18.01,Figure 2,62.93,Table 1,0.270,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,25,298,1.653,Calculated,18.13,Figure 3,0.384,Calculated,0.230,Calculated,0.55,Figure 5,2.60,N1_to_Repro,Figure 1,20.09,Figure 4,0.091,Calculated,10.96,Figure 2,23.42,Table 1,0.185,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,28,301,1.132,Calculated,1.88,Figure 3,0.216,Calculated,,,,,4.62,N1_to_Repro,Figure 1,12.86,Figure 4,0.604,Calculated,1.66,Figure 2,1.88,Calculated,0.068,Calculated,-0.495,r calculated using Eq. 7 from Amarasekare & Savage 2012
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,16,289,2.727,Calculated,57.50,Figure 3,0.309,Calculated,0.050,Calculated,0.85,Figure 7,3.23,N1_to_Repro,Figure 1,37.56,Figure 4,0.047,Calculated,21.08,Figure 2,44.20,Table 1,0.170,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,19,292,4.526,Calculated,45.94,Figure 3,0.548,Calculated,0.028,Calculated,0.95,Figure 7,1.83,N1_to_Repro,Figure 1,14.82,Figure 4,0.099,Calculated,10.15,Figure 2,37.50,Table 1,0.231,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,22,295,4.617,Calculated,51.87,Figure 3,0.500,Calculated,0.124,Calculated,0.78,Figure 7,2.00,N1_to_Repro,Figure 1,13.77,Figure 4,0.089,Calculated,11.23,Figure 2,42.66,Table 1,0.244,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,25,298,4.086,Calculated,31.87,Figure 3,0.276,Calculated,0.132,Calculated,0.62,Figure 7,3.62,N1_to_Repro,Figure 1,15.27,Figure 4,0.128,Calculated,7.80,Figure 2,14.62,Table 1,0.205,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,28,301,1.758,Calculated,6.25,Figure 3,0.174,Calculated,,,,,5.75,N1_to_Repro,Figure 1,11.66,Figure 4,0.281,Calculated,3.55,Figure 2,6.25,Calculated,0.068,Calculated,-0.256,r calculated using Eq. 7 from Amarasekare & Savage 2012
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,10,283,0.225,Calculated,9.76,Table 3,0.031,Calculated,0.003,Calculated,0.90,Figure 2,32.5,N1_to_Repro,Table 3,33.62,Table 4,0.023,Calculated,43.32,Table 3,7.890,Table 4,0.06144,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,15,288,0.881,Calculated,35.95,Table 3,0.054,Calculated,0.006,Calculated,0.90,Figure 2,18.4,N1_to_Repro,Table 3,22.39,Table 4,0.025,Calculated,40.80,Table 3,28.5,Table 4,0.14962,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,20,293,1.176,Calculated,46.32,Table 3,0.099,Calculated,0.001,Calculated,0.99,Figure 2,10.1,N1_to_Repro,Table 3,13.65,Table 4,0.025,Calculated,39.39,Table 3,43.94,Table 4,0.27704,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,25,298,1.704,Calculated,50.51,Table 3,0.132,Calculated,0.001,Calculated,0.99,Figure 2,7.55,N1_to_Repro,Table 3,10.16,Table 4,0.034,Calculated,29.65,Table 3,44.75,Table 4,0.37403,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,30,303,2.089,Calculated,58.93,Table 3,0.142,Calculated,0.001,Calculated,0.99,Figure 2,7.03,N1_to_Repro,Table 3,12.72,Table 4,0.035,Calculated,28.21,Table 3,53.08,Table 4,0.31218,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii US Lubbock,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,35,308,1.218,Calculated,17.32,Table 3,0.135,Calculated,0.008,Calculated,0.94,Figure 2,7.43,N1_to_Repro,Table 3,8.14,Table 4,0.070,Calculated,14.22,Table 3,13.94,Table 4,0.32363,Table 4,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,6,279,1.08,Table 3,,,0.019,Calculated,0.026,Calculated,0.24,Figure 2,54.0,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,10,283,1.28,Table 3,,,0.024,Calculated,0.011,Calculated,0.64,Figure 2,41.0,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,15,288,1.40,Table 3,,,0.049,Calculated,0.036,Calculated,0.48,Figure 2,20.6,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,20,293,0.96,Table 3,,,0.054,Calculated,0.028,Calculated,0.60,Figure 2,18.5,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,25,298,,,,,0,Calculated,,,0.83,Figure 2,,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,6,279,0.40,Table 3,,,0.020,Calculated,0.023,Calculated,0.32,Figure 2,49.3,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,10,283,0.88,Table 3,,,0.026,Calculated,0.019,Calculated,0.48,Figure 2,38.8,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,15,288,1.24,Table 3,,,0.044,Calculated,0.022,Calculated,0.60,Figure 2,22.8,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,20,293,1.68,Table 3,,,0.066,Calculated,0.025,Calculated,0.68,Figure 2,15.1,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum UK Norwich,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,25,298,0.30,Table 3,,,0.047,Calculated,0.038,Calculated,0.44,Figure 2,21.5,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,5,278,0.34,Calculated,34.3,Table 1,0.024,Calculated,0.003,Calculated,0.87,Table 1,41.3,N1_to_Adult,Table 1,64.4,Table 1,0.010,Calculated,101.5,"Figures 3,4",29.84,Table 1,0.37,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,10,283,0.62,Calculated,43.2,Table 1,0.062,Calculated,0.006,Calculated,0.91,Table 1,16.1,N1_to_Adult,Table 1,34.3,Table 1,0.014,Calculated,70.0,"Figures 3,4",40.62,Table 1,0.76,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,15,288,0.64,Calculated,33.7,Table 1,0.071,Calculated,0.004,Calculated,0.95,Table 1,14.0,N1_to_Adult,Table 1,16.1,Table 1,0.019,Calculated,52.5,"Figures 3,4",33.93,Table 1,1.22,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,20,293,0.98,Calculated,34.3,Table 1,0.110,Calculated,0.041,Calculated,0.69,Table 1,9.10,N1_to_Adult,Table 1,14.7,Table 1,0.029,Calculated,35.0,"Figures 3,4",24.43,Table 1,1.53,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,25,298,0.75,Calculated,10.5,Table 1,0.130,Calculated,0.093,Calculated,0.49,Table 1,7.70,N1_to_Adult,Table 1,10.5,Table 1,0.071,Calculated,14.0,"Figures 3,4",5.47,Table 1,1.13,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,30,303,0,Calculated,0,Table 1,0,Calculated,0.248,Calculated,0,Table 1,2.80,N1_to_Death,Table 1,,,,,,,0,Table 1,0,Calculated,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,5,278,0.36,Calculated,29.0,Table 1,0.032,Calculated,0.005,Calculated,0.86,Table 1,31.5,N1_to_Adult,Table 1,48.3,Table 1,0.012,Calculated,80.5,"Figures 1,2",25.35,Table 1,0.47,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,10,283,0.48,Calculated,36.6,Table 1,0.060,Calculated,0.005,Calculated,0.92,Table 1,16.8,N1_to_Adult,Table 1,29.4,Table 1,0.013,Calculated,77.0,"Figures 1,2",33.87,Table 1,0.84,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,15,288,1.71,Calculated,77.7,Table 1,0.159,Calculated,0.003,Calculated,0.98,Table 1,6.30,N1_to_Adult,Table 1,12.6,Table 1,0.022,Calculated,45.5,"Figures 1,2",78.26,Table 1,2.38,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,20,293,1.81,Calculated,69.7,Table 1,0.204,Calculated,0.000,Calculated,1,Table 1,4.90,N1_to_Adult,Table 1,9.8,Table 1,0.026,Calculated,38.5,"Figures 1,2",69.75,Table 1,3.13,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,25,298,0.81,Calculated,19.9,Table 1,0.238,Calculated,0.065,Calculated,0.76,Table 1,4.20,N1_to_Adult,Table 1,6.3,Table 1,0.041,Calculated,24.5,"Figures 1,2",15.13,Table 1,3.15,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada Chatham,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,30,303,0,Calculated,0,Table 1,0,Calculated,0.330,Calculated,0,Table 1,2.10,N1_to_Death,Table 1,,,,,,,0,Table 1,0,Calculated,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,12.5,285.7,0.792,Calculated,43.7,Table 1,0.058,Calculated,0.005,Calculated,0.912,Table 1,17.3,N1_to_Adult,Table 1,,,0.018,Calculated,55.2,Table 1,40.01,Calculated,,,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,17,290,1.749,Calculated,57.2,Table 1,0.105,Calculated,0.000,Calculated,1,Table 1,9.50,N1_to_Adult,Table 1,15.4,Table 1,0.031,Calculated,32.7,Table 1,57.20,Calculated,0.263,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,22,295,2.046,Calculated,44.8,Table 1,0.141,Calculated,0.000,Calculated,1,Table 1,7.10,N1_to_Adult,Table 1,12.6,Table 1,0.046,Calculated,21.9,Table 1,44.80,Calculated,0.301,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,24,297,2.282,Calculated,41.3,Table 1,0.149,Calculated,0.006,Calculated,0.96,Table 1,6.70,N1_to_Adult,Table 1,11.1,Table 1,0.055,Calculated,18.1,Table 1,39.68,Calculated,0.332,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,26,299,0.094,Calculated,1.6,Table 1,0.083,Calculated,0.011,Calculated,0.875,Table 1,12.0,N1_to_Adult,Table 1,15.9,Table 1,0.058,Calculated,17.1,Table 1,1.41,Calculated,0.001,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae Australia Acton,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,28,301,0,Calculated,0,Table 1,0,Calculated,,,0,Table 1,6.10,N1_to_Adult,Table 2,,,0.068,Calculated,14.6,Table 2,0,Calculated,0,Table 1,,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,10,283,0.364,Calculated,5.42,Table 2,0.048,Calculated,0.023,Calculated,0.62,Table 2,20.7,N1_to_Adult,Table 2,26.14,Table 2,0.067,Calculated,14.9,Table 2,5.42,Table 2,0.064,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,15,288,1.612,Calculated,23.29,Table 2,0.090,Calculated,0.021,Calculated,0.79,Table 2,11.1,N1_to_Adult,Table 2,17.43,Table 2,0.069,Calculated,14.45,Table 2,23.29,Table 2,0.180,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,20,293,2.570,Calculated,35.98,Table 2,0.134,Calculated,0.019,Calculated,0.87,Table 2,7.44,N1_to_Adult,Table 2,11.02,Table 2,0.071,Calculated,14,Table 2,35.98,Table 2,0.325,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,25,298,3.357,Calculated,57.07,Table 2,0.179,Calculated,0.013,Calculated,0.93,Table 2,5.60,N1_to_Adult,Table 2,9.66,Table 2,0.059,Calculated,17,Table 2,57.07,Table 2,0.419,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,30,303,0.907,Calculated,7.76,Table 2,0.262,Calculated,0.152,Calculated,0.56,Table 2,3.81,N1_to_Adult,Table 2,5.63,Table 2,0.117,Calculated,8.56,Table 2,7.76,Table 2,0.363,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,35,308,0,Calculated,0,Calculated,0,Calculated,,,0,In text,,,,,,,,,,0,Calculated,0,Calculated,Also have reproductive period,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,10,283,0.210,Calculated,6.1,Table 1,0.043,Calculated,0.069,Calculated,0.20,Table 1,23.0,N1_to_Repro,Table 1,28.9,Table 3,0.034,Calculated,29.0,Table 1,2.6,Table 3,0.033,Table 3,Also have reproductive duration and adult senescence,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,15,288,0.843,Calculated,21.4,Table 1,0.077,Calculated,0.068,Calculated,0.41,Table 1,13.0,N1_to_Repro,Table 1,18.5,Table 3,0.039,Calculated,25.4,Table 1,13.8,Table 3,0.142,Table 3,Also have reproductive duration and adult senescence,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,20,293,1.577,Calculated,24.6,Table 1,0.118,Calculated,0.055,Calculated,0.63,Table 1,8.5,N1_to_Repro,Table 1,11.4,Table 3,0.064,Calculated,15.6,Table 1,18.5,Table 3,0.255,Table 3,Also have reproductive duration and adult senescence,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,25,298,2.596,Calculated,28.3,Table 1,0.200,Calculated,0.050,Calculated,0.78,Table 1,5.0,N1_to_Repro,Table 1,8.3,Table 3,0.092,Calculated,10.9,Table 1,24.4,Table 3,0.386,Table 3,Also have reproductive duration and adult senescence,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,30,303,1.973,Calculated,14.6,Table 1,0.217,Calculated,0.088,Calculated,0.67,Table 1,4.6,N1_to_Repro,Table 1,6.4,Table 3,0.135,Calculated,7.4,Table 1,10.2,Table 3,0.360,Table 3,Also have reproductive duration and adult senescence,
Xia et al. 1999,Sternorrhyncha,Aphis gossypii China Henan,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,35,308,0.851,Calculated,4.00,Table 1,0.185,Calculated,0.239,Calculated,0.28,Table 1,5.4,N1_to_Repro,Table 1,7.6,Table 3,0.213,Calculated,4.7,Table 1,2.0,Table 3,0.092,Table 3,Also have reproductive duration and adult senescence,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,10,283,0.91,Table 7,74.4,Table 7,0.046,Calculated,0.015,Calculated,0.72,Table 3,21.8,N1_to_Adult,Table 1,42.75,Table 8,0.012,Calculated,82.98,Table 7,61.65,Table 8,0.096,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,15,288,1.11,Table 7,74.9,Table 7,0.088,Calculated,0.000,Calculated,1,Table 3,11.4,N1_to_Adult,Table 1,14.20,Table 8,0.014,Calculated,70.08,Table 7,75.42,Table 8,0.305,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,20,293,1.58,Table 7,68.4,Table 7,0.119,Calculated,0.007,Calculated,0.94,Table 3,8.37,N1_to_Adult,Table 1,10.17,Table 8,0.022,Calculated,45.47,Table 7,64.46,Table 8,0.410,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,25,298,1.48,Table 7,39.1,Table 7,0.145,Calculated,0.004,Calculated,0.97,Table 3,6.88,N1_to_Adult,Table 1,8.18,Table 8,0.036,Calculated,28.16,Table 7,37.68,Table 8,0.444,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,30,303,0,Calculated,0,Table 7,0.105,Calculated,0.146,Calculated,0.25,Table 3,9.48,N1_to_Adult,Table 1,,,0.088,Calculated,11.39,Table 7,0,Calculated,0.096,Table 2,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani US Ithaca,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,35,308,,,,,0,Calculated,,,0,Table 3,,,,,,,,,,,,,,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0,Calculated,0,Table 1,0,Calculated,,,0,Figure 2,,,,,,,,,,0,Table 1,,,"""No young produced""",
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,0.099,Calculated,6.44,Table 1,0.030,Calculated,0.026,Calculated,0.42,Figure 2,33.2,N1_to_Repro,Table 1,45.99,Table 1,0.015,Calculated,65,Figure 2,6.44,Table 1,0.042,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,0.199,Calculated,10.96,Table 1,0.052,Calculated,0.029,Calculated,0.57,Figure 2,19.2,N1_to_Repro,Table 1,31.10,Table 1,0.018,Calculated,55,Figure 2,10.96,Table 1,0.088,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,0.343,Calculated,10.96,Table 1,0.081,Calculated,0.042,Calculated,0.60,Figure 2,12.3,N1_to_Repro,Table 1,20.95,Table 1,0.031,Calculated,32,Figure 2,10.96,Table 1,0.134,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,0.131,Calculated,3.53,Table 1,0.096,Calculated,0.067,Calculated,0.50,Figure 2,10.4,N1_to_Repro,Table 1,13.88,Table 1,0.037,Calculated,27,Figure 2,3.53,Table 1,0.098,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,0.003,,0.04,Table 1,0.091,Calculated,0.179,Calculated,0.14,Figure 2,11.0,N1_to_Repro,Table 1,14.00,Table 1,0.067,Calculated,15,Figure 2,0.04,Table 1,-0.203,Table 1,Excluded Adult_Duration = 81,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,Figure 2,,,,,,,,,,0,Table 1,,,"""No young produced""",
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0.031,Calculated,1.73,Table 1,0.015,Calculated,0.015,Calculated,0.35,Figure 2,68.0,N1_to_Repro,Table 1,80.00,Table 1,0.018,Calculated,56,Figure 2,1.73,Table 1,0.007,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,0.221,Calculated,14.38,Table 1,0.038,Calculated,0.024,Calculated,0.54,Figure 2,26.2,N1_to_Repro,Table 1,39.25,Table 1,0.015,Calculated,65,Figure 2,14.38,Table 1,0.074,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,0.571,Calculated,33.14,Table 1,0.072,Calculated,0.018,Calculated,0.78,Figure 2,13.9,N1_to_Repro,Table 1,27.41,Table 1,0.017,Calculated,58,Figure 2,33.14,Table 1,0.167,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,0.863,Calculated,38.82,Table 1,0.114,Calculated,0.025,Calculated,0.80,Figure 2,8.8,N1_to_Repro,Table 1,18.21,Table 1,0.022,Calculated,45,Figure 2,38.82,Table 1,0.270,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,0.767,Calculated,26.86,Table 1,0.130,Calculated,0.037,Calculated,0.75,Figure 2,7.7,N1_to_Repro,Table 1,15.35,Table 1,0.029,Calculated,35,Figure 2,26.86,Table 1,0.277,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,0.002,,0.03,Table 1,0.109,Calculated,0.138,Calculated,0.28,Figure 2,9.2,N1_to_Repro,Table 1,10.86,Table 1,0.067,Calculated,15,Figure 2,0.03,Table 1,-0.119,Table 1,Excluded Adult_Duration = 64.1,
DeLoach 1974,Sternorrhyncha,Myzus persicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,Figure 2,,,,,,,,,,0,Table 1,,,"""No young produced""",
