Reference,Subfamily,Species,Lat,Long,Habitat,Location,N_Temps,T_C,T_K,Birth_Rate,Source,Fecundity,Source,Development,Source,Juv_Mortality,Source,Survivorship,Stages,Source,Juv_Duration,Stages,Source,Gen_Time,Stages,Source,Adult_Mortality,Source,Adult_Duration,Sex,Source,R0,Source,r,Source,Notes,
Asante et al 1991,Sternorrhyncha,Eriosoma lanigerum,-30.9,115.78,Sub-tropical,"Australia, Northern New South Wales, from apple orchards",7,25,298,4.01,Calculated,77.22,Table 4,0.072,Calculated,0.020,Calculated,0.754,N1_to_Adult,Table 1,13.91,N1_to_Adult,Table 1,24.71,N1_to_Scenescence,Table 5,0.052,Calculated,19.28,Female,Table 4,58.30,Table 5,0.1828,Table 5,,
Asante et al 1991,Sternorrhyncha,Eriosoma lanigerum,-30.9,115.78,Sub-tropical,"Australia, Northern New South Wales, from apple orchards",7,30,303,1.85,Calculated,18.59,Table 4,0.086,Calculated,0.041,Calculated,0.617,N1_to_Adult,Table 1,11.65,N1_to_Adult,Table 1,17.38,N1_to_Scenescence,Table 5,0.100,Calculated,10.04,Female,Table 4,12.62,Table 5,0.1546,Table 5,,
Asante et al 1991,Sternorrhyncha,Eriosoma lanigerum,-30.9,115.78,Sub-tropical,"Australia, Northern New South Wales, from apple orchards",7,32,305,0,In text,,,0.059,Calculated,0.138,Calculated,0.098,N1_to_Adult,Table 1,16.83,N1_to_Adult,Table 1,,,,,,,,,0,In text,0,Calculated,,
De Conti et al. 2010,Sternorrhyncha,Macrosiphum euphorbiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,16,289,3.854,Calculated,81.25,Figure 3,0.337,Calculated,0.075,Calculated,0.80,N1_to_Repro,Figure 6,2.965,N1_to_Repro,Figure 1,29.58,N1_to_Scenescence,Figure 4,0.047,Calculated,21.08,Female,Figure 2,66.91,Table 1,0.189,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Macrosiphum euphorbiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,19,292,3.743,Calculated,60.31,Figure 3,0.497,Calculated,0.093,Calculated,0.83,N1_to_Repro,Figure 6,2.013,N1_to_Repro,Figure 1,19.94,N1_to_Scenescence,Figure 4,0.062,Calculated,16.11,Female,Figure 2,50.11,Table 1,0.213,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Macrosiphum euphorbiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,22,295,4.769,Calculated,58.75,Figure 3,0.452,Calculated,0.084,Calculated,0.83,N1_to_Repro,Figure 6,2.214,N1_to_Repro,Figure 1,17.38,N1_to_Scenescence,Figure 4,0.081,Calculated,12.32,Female,Figure 2,50.23,Table 1,0.282,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Macrosiphum euphorbiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,25,298,1.666,Calculated,21.88,Figure 3,0.316,Calculated,0.099,Calculated,0.73,N1_to_Repro,Figure 6,3.165,N1_to_Repro,Figure 1,19.94,N1_to_Scenescence,Figure 4,0.076,Calculated,13.13,Female,Figure 2,15.83,Table 1,0.186,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Macrosiphum euphorbiae Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,28,301,1.669,Calculated,14.37,Figure 3,0.260,Calculated,,,,,,3.848,N1_to_Repro,Figure 1,16.78,N1_to_Scenescence,Figure 4,0.116,Calculated,8.61,Female,Figure 2,14.37,Calculated,0.159,Calculated,-0.069,r using Mathematica
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,16,289,3.404,Calculated,64.69,Figure 3,0.312,Calculated,0.070,Calculated,0.80,N1_to_Repro,Figure 5,3.205,N1_to_Repro,Figure 1,26.57,N1_to_Scenescence,Figure 4,0.053,Calculated,19.01,Female,Figure 2,53.45,Table 1,0.179,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,19,292,3.984,Calculated,75.00,Figure 3,0.478,Calculated,0.078,Calculated,0.85,N1_to_Repro,Figure 5,2.094,N1_to_Repro,Figure 1,26.27,N1_to_Scenescence,Figure 4,0.053,Calculated,18.83,Female,Figure 2,61.96,Table 1,0.232,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,22,295,3.695,Calculated,66.56,Figure 3,0.552,Calculated,0.058,Calculated,0.90,N1_to_Repro,Figure 5,1.812,N1_to_Repro,Figure 1,25.36,N1_to_Scenescence,Figure 4,0.056,Calculated,18.01,Female,Figure 2,62.93,Table 1,0.270,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,25,298,1.653,Calculated,18.13,Figure 3,0.384,Calculated,0.230,Calculated,0.55,N1_to_Repro,Figure 5,2.602,N1_to_Repro,Figure 1,20.09,N1_to_Scenescence,Figure 4,0.091,Calculated,10.96,Female,Figure 2,23.42,Table 1,0.185,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Aulacorthum solani Brazil,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,28,301,1.132,Calculated,1.88,Figure 3,0.216,Calculated,,,,,,4.625,N1_to_Repro,Figure 1,12.86,N1_to_Scenescence,Figure 4,0.604,Calculated,1.66,Female,Figure 2,1.88,Calculated,0.068,Calculated,-0.495,r using Mathematica
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,16,289,2.727,Calculated,57.50,Figure 3,0.309,Calculated,0.050,Calculated,0.85,N1_to_Repro,Figure 7,3.232,N1_to_Repro,Figure 1,37.56,N1_to_Scenescence,Figure 4,0.047,Calculated,21.08,Female,Figure 2,44.20,Table 1,0.170,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,19,292,4.526,Calculated,45.94,Figure 3,0.548,Calculated,0.028,Calculated,0.95,N1_to_Repro,Figure 7,1.826,N1_to_Repro,Figure 1,14.82,N1_to_Scenescence,Figure 4,0.099,Calculated,10.15,Female,Figure 2,37.50,Table 1,0.231,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,22,295,4.617,Calculated,51.87,Figure 3,0.500,Calculated,0.124,Calculated,0.78,N1_to_Repro,Figure 7,2.000,N1_to_Repro,Figure 1,13.77,N1_to_Scenescence,Figure 4,0.089,Calculated,11.23,Female,Figure 2,42.66,Table 1,0.244,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,25,298,4.086,Calculated,31.87,Figure 3,0.276,Calculated,0.132,Calculated,0.62,N1_to_Repro,Figure 7,3.620,N1_to_Repro,Figure 1,15.27,N1_to_Scenescence,Figure 4,0.128,Calculated,7.80,Female,Figure 2,14.62,Table 1,0.205,Table 1,,
De Conti et al. 2010,Sternorrhyncha,Uroleucon ambrosiae,-21.23,-44.98,Tropical,"Brazil, Lavras, Laboratory of Biological Control, on lettuce",5,28,301,1.758,Calculated,6.25,Figure 3,0.174,Calculated,,,,,,5.750,N1_to_Repro,Figure 1,11.66,N1_to_Scenescence,Figure 4,0.281,Calculated,3.55,Female,Figure 2,6.25,Calculated,0.068,Calculated,-0.256,r using Mathematica
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,10,283,0.225,Calculated,9.76,Table 3,0.031,Calculated,0.003,Calculated,0.90,N1_to_Repro,Figure 2,32.53,N1_to_Repro,Table 3,33.62,N1_to_Scenescence,Table 4,0.023,Calculated,43.32,Female,Table 3,7.890,Table 4,0.06144,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,15,288,0.881,Calculated,35.95,Table 3,0.054,Calculated,0.000,Calculated,1.00,N1_to_Repro,Figure 2,18.35,N1_to_Repro,Table 3,22.39,N1_to_Scenescence,Table 4,0.025,Calculated,40.80,Female,Table 3,28.5,Table 4,0.14962,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,20,293,1.176,Calculated,46.32,Table 3,0.099,Calculated,0.010,Calculated,0.90,N1_to_Repro,Figure 2,10.11,N1_to_Repro,Table 3,13.65,N1_to_Scenescence,Table 4,0.025,Calculated,39.39,Female,Table 3,43.94,Table 4,0.27704,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,25,298,1.704,Calculated,50.51,Table 3,0.132,Calculated,0.000,Calculated,1.00,N1_to_Repro,Figure 2,7.55,N1_to_Repro,Table 3,10.16,N1_to_Scenescence,Table 4,0.034,Calculated,29.65,Female,Table 3,44.75,Table 4,0.37403,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,30,303,2.089,Calculated,58.93,Table 3,0.142,Calculated,0.000,Calculated,1.00,N1_to_Repro,Figure 2,7.03,N1_to_Repro,Table 3,12.72,N1_to_Scenescence,Table 4,0.035,Calculated,28.21,Female,Table 3,53.08,Table 4,0.31218,Table 4,,
Parajulee 2007,Sternorrhyncha,Aphis gossypii USA,33.69,-101.8,Sub-tropical,"USA, Lubbock, TX, on cotton",6,35,308,1.218,Calculated,17.32,Table 3,0.135,Calculated,0.014,Calculated,0.90,N1_to_Repro,Figure 2,7.43,N1_to_Repro,Table 3,8.14,N1_to_Scenescence,Table 4,0.070,Calculated,14.22,Female,Table 3,13.94,Table 4,0.32363,Table 4,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,6,279,1.08,Table 3,,,0.019,Calculated,0.026,Calculated,0.24,N1_to_Repro,Figure 2,54,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,10,283,1.28,Table 3,,,0.024,Calculated,0.011,Calculated,0.64,N1_to_Repro,Figure 2,41,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,15,288,1.40,Table 3,,,0.049,Calculated,0.036,Calculated,0.48,N1_to_Repro,Figure 2,21,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,20,293,0.96,Table 3,,,0.054,Calculated,0.028,Calculated,0.60,N1_to_Repro,Figure 2,19,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum platanoidis,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,25,298,,,,,0,Calculated,,,0.83,N1_to_Repro,Figure 2,,,,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,6,279,0.40,Table 3,,,0.020,Calculated,0.023,Calculated,0.32,N1_to_Repro,Figure 2,49,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,10,283,0.88,Table 3,,,0.026,Calculated,0.019,Calculated,0.48,N1_to_Repro,Figure 2,39,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,15,288,1.24,Table 3,,,0.044,Calculated,0.022,Calculated,0.60,N1_to_Repro,Figure 2,23,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,20,293,1.68,Table 3,,,0.066,Calculated,0.025,Calculated,0.68,N1_to_Repro,Figure 2,15,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Wellings 1981,Sternorrhyncha,Drepanosiphum acerinum,52.62,1.24,Temperate,"UK, Norwich, University of East Anglia",5,25,298,0.30,Table 3,,,0.047,Calculated,0.038,Calculated,0.44,N1_to_Repro,Figure 2,21,N1_to_Repro,Fig 2; Table 2,,,,,,,,,,,,,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,5,278,177.7,Calculated,2986,Table 1,0.032,Calculated,0.005,Calculated,0.86,N1_to_Adult,Table 1,31.5,N1_to_Adult,Table 1,48.3,N1_to_Adult,Table 1,0.060,Calculated,16.8,Female,Calculated,29.84,Table 1,0.37,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,10,283,312.1,Calculated,3933,Table 1,0.060,Calculated,0.005,Calculated,0.92,N1_to_Adult,Table 1,16.8,N1_to_Adult,Table 1,29.4,N1_to_Adult,Table 1,0.079,Calculated,12.6,Female,Calculated,40.62,Table 1,0.76,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,15,288,507.8,Calculated,3199,Table 1,0.159,Calculated,0.003,Calculated,0.98,N1_to_Adult,Table 1,6.3,N1_to_Adult,Table 1,12.6,N1_to_Adult,Table 1,0.159,Calculated,6.3,Female,Calculated,33.93,Table 1,1.22,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,20,293,483.3,Calculated,2368,Table 1,0.204,Calculated,0.000,Calculated,1,N1_to_Adult,Table 1,4.9,N1_to_Adult,Table 1,9.8,N1_to_Adult,Table 1,0.204,Calculated,4.9,Female,Calculated,24.43,Table 1,1.53,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,25,298,244.8,Calculated,514,Table 1,0.238,Calculated,0.065,Calculated,0.76,N1_to_Adult,Table 1,4.2,N1_to_Adult,Table 1,6.3,N1_to_Adult,Table 1,0.476,Calculated,2.1,Female,Calculated,5.47,Table 1,1.13,Table 1,,
Barlow 1962,Sternorrhyncha,Macrosiphum euphorbiae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,30,303,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Adult,Table 1,,,,,,,,,,,,0,Table 1,0,Calculated,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,5,278,107.9,Calculated,2492,Table 1,0.024,Calculated,0.003,Calculated,0.87,N1_to_Adult,Table 1,41.3,N1_to_Adult,Table 1,64.4,N1_to_Adult,Table 1,0.043,Calculated,23.1,Female,Calculated,25.35,Table 1,0.47,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,10,283,185,Calculated,3369,Table 1,0.062,Calculated,0.006,Calculated,0.91,N1_to_Adult,Table 1,16.1,N1_to_Adult,Table 1,34.3,N1_to_Adult,Table 1,0.055,Calculated,18.2,Female,Calculated,33.87,Table 1,0.84,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,15,288,3625,Calculated,7613,Table 1,0.071,Calculated,0.004,Calculated,0.95,N1_to_Adult,Table 1,14,N1_to_Adult,Table 1,16.1,N1_to_Adult,Table 1,,,2.1,Female,Calculated,78.26,Table 1,2.38,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,20,293,1245,Calculated,6972,Table 1,0.110,Calculated,0.041,Calculated,0.69,N1_to_Adult,Table 1,9.1,N1_to_Adult,Table 1,14.7,N1_to_Adult,Table 1,0.179,Calculated,5.6,Female,Calculated,69.75,Table 1,3.13,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,25,298,541,Calculated,1514,Table 1,0.130,Calculated,0.093,Calculated,0.49,N1_to_Adult,Table 1,7.7,N1_to_Adult,Table 1,10.5,N1_to_Adult,Table 1,0.357,Calculated,2.8,Female,Calculated,15.13,Table 1,3.15,Table 1,,
Barlow 1962,Sternorrhyncha,Myzus persicae Canada,42.81,-82.23,Temperate,"Canada, Chatham Entomology Laboratory",6,30,303,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Adult,Table 1,,,,,,,,,,,,0,Table 1,0,Calculated,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,12.5,285.7,0.792,Calculated,43.7,Table 1,0.058,Calculated,0.005,Calculated,0.91,N1_to_Adult,Table 1,17.3,N1_to_Adult,Table 1,,,,0.018,Calculated,55.2,Female,Table 1,39.93,Calculated,,,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,17,290,1.749,Calculated,57.2,Table 1,0.105,Calculated,0.000,Calculated,1,N1_to_Adult,Table 1,9.5,N1_to_Adult,Table 1,15.4,N1_to_Adult,Table 1,0.031,Calculated,32.7,Female,Table 1,57.20,Calculated,0.263,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,22,295,2.046,Calculated,44.8,Table 1,0.141,Calculated,0.000,Calculated,1,N1_to_Adult,Table 1,7.1,N1_to_Adult,Table 1,12.6,N1_to_Adult,Table 1,0.046,Calculated,21.9,Female,Table 1,44.80,Calculated,0.301,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,24,297,2.282,Calculated,41.3,Table 1,0.149,Calculated,0.000,Calculated,1,N1_to_Adult,Table 1,6.7,N1_to_Adult,Table 1,11.1,N1_to_Adult,Table 1,0.055,Calculated,18.1,Female,Table 1,41.30,Calculated,0.332,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,26,299,0.094,Calculated,1.6,Table 1,0.083,Calculated,0.011,Calculated,0.88,N1_to_Adult,Table 1,12,N1_to_Adult,Table 1,15.9,N1_to_Adult,Table 1,0.058,Calculated,17.1,Female,Table 1,1.42,Calculated,0.001,Table 1,,
Shu-sheng & Hughes 1987,Sternorrhyncha,Hyperomyzus lactucae,-35.27,149.11,Sub-tropical,"Australia, Canberra, on sowthistle",6,28,301,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Adult,Table 1,,,,,,,,,,,,0,Calculated,0,Table 1,,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,10,283,0.364,Calculated,5.42,Table 2,0.048,Calculated,0.023,Calculated,0.62,N1_to_Adult,Table 2,20.7,N1_to_Adult,Table 2,26.14,N1_to_Adult,Table 2,0.067,Calculated,14.9,Female,Table 2,5.42,Table 2,0.064,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,15,288,1.612,Calculated,23.29,Table 2,0.090,Calculated,0.021,Calculated,0.79,N1_to_Adult,Table 2,11.09,N1_to_Adult,Table 2,17.43,N1_to_Adult,Table 2,0.069,Calculated,14.45,Female,Table 2,23.29,Table 2,0.180,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,20,293,2.570,Calculated,35.98,Table 2,0.134,Calculated,0.019,Calculated,0.87,N1_to_Adult,Table 2,7.44,N1_to_Adult,Table 2,11.02,N1_to_Adult,Table 2,0.071,Calculated,14,Female,Table 2,35.98,Table 2,0.325,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,25,298,3.357,Calculated,57.07,Table 2,0.179,Calculated,0.013,Calculated,0.93,N1_to_Adult,Table 2,5.6,N1_to_Adult,Table 2,9.66,N1_to_Adult,Table 2,0.059,Calculated,17,Female,Table 2,57.07,Table 2,0.419,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,30,303,0.907,Calculated,7.76,Table 2,0.262,Calculated,0.152,Calculated,0.56,N1_to_Adult,Table 2,3.81,N1_to_Adult,Table 2,5.63,N1_to_Adult,Table 2,0.117,Calculated,8.56,Female,Table 2,7.76,Table 2,0.363,Table 2,Also have reproductive period,
Zamani et al. 2006,Sternorrhyncha,Aphis gossypii Iran,35.75,51.17,Sub-tropical,"Iran, Tehran, Tarbiat Modares University on cucumber",6,35,308,0,Calculated,0,Calculated,0,Calculated,,,0,N1_to_Adult,In text,,,,,,,,,,,,0,Calculated,0,Calculated,Also have reproductive period,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,10,283,0.210,Calculated,6.1,Table 1,0.039,Calculated,0.062,Calculated,0.202,N1_to_Repro,Table 1,25.9,N1_to_Repro,Table 1,28.9,N1_to_Repro,Table 3,0.034,Calculated,29.0,Female,Table 1,2.6,Table 3,0.033,Table 3,Also have reproductive duration and adult senescence,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,15,288,0.843,Calculated,21.4,Table 1,0.066,Calculated,0.059,Calculated,0.412,N1_to_Repro,Table 1,15.1,N1_to_Repro,Table 1,18.5,N1_to_Repro,Table 3,0.039,Calculated,25.4,Female,Table 1,13.8,Table 3,0.142,Table 3,Also have reproductive duration and adult senescence,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,20,293,1.577,Calculated,24.6,Table 1,0.103,Calculated,0.048,Calculated,0.628,N1_to_Repro,Table 1,9.7,N1_to_Repro,Table 1,11.4,N1_to_Repro,Table 3,0.064,Calculated,15.6,Female,Table 1,18.5,Table 3,0.255,Table 3,Also have reproductive duration and adult senescence,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,25,298,2.596,Calculated,28.3,Table 1,0.179,Calculated,0.044,Calculated,0.780,N1_to_Repro,Table 1,5.6,N1_to_Repro,Table 1,8.3,N1_to_Repro,Table 3,0.092,Calculated,10.9,Female,Table 1,24.4,Table 3,0.386,Table 3,Also have reproductive duration and adult senescence,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,30,303,1.973,Calculated,14.6,Table 1,0.204,Calculated,0.083,Calculated,0.667,N1_to_Repro,Table 1,4.9,N1_to_Repro,Table 1,6.4,N1_to_Repro,Table 3,0.135,Calculated,7.4,Female,Table 1,10.2,Table 3,0.360,Table 3,Also have reproductive duration and adult senescence,
Xia et al 1999,Sternorrhyncha,Aphis gossypii China,36.07,114.22,Temperate,"China, Anyang, China Cotton Research Institute",6,35,308,0.851,Calculated,4.0,Table 1,0.139,Calculated,0.179,Calculated,0.276,N1_to_Repro,Table 1,7.2,N1_to_Repro,Table 1,7.6,N1_to_Repro,Table 3,0.213,Calculated,4.7,Female,Table 1,2.0,Table 3,0.092,Table 3,Also have reproductive duration and adult senescence,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,10,283,0.91,Table 7,74.4,Table 7,0.046,Calculated,0.015,Calculated,0.72,N1_to_Adult,Table 3,21.81,N1_to_Adult,Table 1,42.754,N1_to_Repro,Table 8,0.012,Calculated,82.98,Female,Table 7,61.6507,Table 8,0.0964,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,15,288,1.11,Table 7,74.9,Table 7,0.088,Calculated,0.000,Calculated,1,N1_to_Adult,Table 3,11.37,N1_to_Adult,Table 1,14.197,N1_to_Repro,Table 8,0.014,Calculated,70.08,Female,Table 7,75.4190,Table 8,0.3045,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,20,293,1.58,Table 7,68.4,Table 7,0.119,Calculated,0.007,Calculated,0.94,N1_to_Adult,Table 3,8.37,N1_to_Adult,Table 1,10.166,N1_to_Repro,Table 8,0.022,Calculated,45.47,Female,Table 7,64.4600,Table 8,0.4098,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,25,298,1.48,Table 7,39.1,Table 7,0.145,Calculated,0.004,Calculated,0.97,N1_to_Adult,Table 3,6.88,N1_to_Adult,Table 1,8.1827,N1_to_Repro,Table 8,0.036,Calculated,28.16,Female,Table 7,37.6770,Table 8,0.4435,Table 8,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,30,303,0.00,Calculated,0.0,Table 7,0.105,Calculated,0.146,Calculated,0.25,N1_to_Adult,Table 3,9.48,N1_to_Adult,Table 1,,,,0.088,Calculated,11.39,Female,Table 7,0,Calculated,0.0961,Table 2,,
Jandricic et al. 2010,Sternorrhyncha,Aulacorthum solani USA,42.42,-76.53,Temperate,"USA, Ithaca, NY at garden center",6,35,308,,,,,0,Calculated,,,0,N1_to_Adult,Table 3,,,,,,,,,,,,,,,,,
